nb_samples,eint,sd_Sv,Vert_Slice_Idx,Horz_Slice_Idx,Ping_S,Ping_E,Nb_good_pings,Sample_S,Sample_E,Range_min,Range_max,Depth_min,Depth_max,Depth_mean,Dist_to_bot_min,Dist_to_bot_max,Dist_to_bot_mean,Range_ref_min,Range_ref_max,Thickness_tot,Thickness_mean,Dist_S,Dist_E,Time_S,Time_E,Lat_S,Lon_S,Lat_E,Lon_E,PRC,sv,ABC,NASC,nb_st,nb_tracks,st_ts_mean,tracks_ts_mean,Tags
20463,9.37433226757324e-05,5.98811780361663,1,1,1,359,359,58,114,10.032856425,19.889697825,10.0328559875488,19.8896980285645,14.9612770080566,NaN,NaN,NaN,10.032856425,19.889697825,10.032856425,10.032856425,0,997.276576004688,19/03/2021 04:00:02.962,19/03/2021 04:16:11.408,10.0498008606941,-116.337245527445,10.0561018602241,-116.330773762067,1,2.60268312862148e-08,2.61123461492291e-07,11.2547984708099,0,0,-999,-999,
20463,0.000104597328294501,8.7629346146295,1,2,1,359,359,115,171,20.06571285,29.92255425,20.0657119750977,29.9225540161133,24.9941329956055,NaN,NaN,NaN,20.06571285,29.92255425,10.032856425,10.032856425,0,997.276576004688,19/03/2021 04:00:02.962,19/03/2021 04:16:11.408,10.0498008606941,-116.337245527445,10.0561018602241,-116.330773762067,1,2.90403299009002e-08,2.91357460430366e-07,12.5579275082012,0,0,-999,-999,
20463,0.000127392584636407,5.8859096232381,1,3,1,359,359,172,228,30.098569275,39.955410675,30.0985698699951,39.9554100036621,35.0269899368286,NaN,NaN,NaN,30.098569275,39.955410675,10.032856425,10.032856425,0,997.276576004688,19/03/2021 04:00:02.962,19/03/2021 04:16:11.408,10.0498008606941,-116.337245527445,10.0561018602241,-116.330773762067,1,3.53691891092411e-08,3.5485399620169e-07,15.2947199420053,0,0,-999,-999,
20463,0.000328846872983864,15.6225914518918,1,4,1,359,359,229,285,40.1314257,49.9882671,40.1314239501953,49.9882659912109,45.0598449707031,NaN,NaN,NaN,40.1314257,49.9882671,10.032856425,10.032856425,0,997.276576004688,19/03/2021 04:00:02.962,19/03/2021 04:16:11.408,10.0498008606941,-116.337245527445,10.0561018602241,-116.330773762067,1,9.13008184247558e-08,9.16008002740569e-07,39.4812683991576,0,0,-999,-999,
20463,0.000132609831090578,30.079035088828,1,5,1,359,359,286,342,50.164282125,60.021123525,50.1642837524414,60.0211219787598,55.0927028656006,NaN,NaN,NaN,50.164282125,60.021123525,10.032856425,10.032856425,0,997.276576004688,19/03/2021 04:00:02.962,19/03/2021 04:16:11.408,10.0498008606941,-116.337245527445,10.0561018602241,-116.330773762067,1,3.68177018071644e-08,3.69386716129743e-07,15.9211011682965,0,0,-999,-999,
20104,5.68548960122822e-05,81.0003691378196,1,6,1,359,359,343,398,60.19713855,69.877964925,60.1971397399902,69.8779678344727,65.0375537872314,NaN,NaN,NaN,60.19713855,69.877964925,9.8568414,9.8568414,0,997.276576004688,19/03/2021 04:00:02.962,19/03/2021 04:16:11.408,10.0498008606941,-116.337245527445,10.0561018602241,-116.330773762067,1,1.60670317651883e-08,1.58370183878223e-07,6.82598374404263,0,0,-999,-999,
20463,9.99304880210545e-06,210.745502339261,1,7,1,359,359,399,455,70.05397995,79.91082135,70.0539779663086,79.9108200073242,74.9823989868164,NaN,NaN,NaN,70.05397995,79.91082135,10.032856425,10.032856425,0,997.276576004688,19/03/2021 04:00:02.962,19/03/2021 04:16:11.408,10.0498008606941,-116.337245527445,10.0561018602241,-116.330773762067,1,2.77446315943993e-09,2.78357905351127e-08,1.19976279020651,0,0,-999,-999,
20463,4.08620503466443e-06,305.840972404237,1,8,1,359,359,456,512,80.086836375,89.943677775,80.0868377685547,89.9436798095703,85.0152587890625,NaN,NaN,NaN,80.086836375,89.943677775,10.032856425,10.032856425,0,997.276576004688,19/03/2021 04:00:02.962,19/03/2021 04:16:11.408,10.0498008606941,-116.337245527445,10.0561018602241,-116.330773762067,0.999999999999999,1.13449114030203e-09,1.13821867260848e-08,0.490588693283671,0,0,-999,-999,
20463,5.16746399221351e-06,317.674997632984,1,9,1,359,359,513,569,90.1196928,99.9765342,90.1196899414063,99.9765319824219,95.0481109619141,NaN,NaN,NaN,90.1196928,99.9765342,10.032856425,10.032856425,0,997.276576004688,19/03/2021 04:00:02.962,19/03/2021 04:16:11.408,10.0498008606941,-116.337245527445,10.0561018602241,-116.330773762067,1,1.43469112960882e-09,1.43940501175864e-08,0.620404357105061,0,0,-999,-999,
20463,4.38599874722706e-06,385.813997416951,1,10,1,359,359,570,626,100.152549225,110.009390625,100.152549743652,110.009391784668,105.08097076416,NaN,NaN,NaN,100.152549225,110.009390625,10.032856425,10.032856425,0,997.276576004688,19/03/2021 04:00:02.962,19/03/2021 04:16:11.408,10.0498008606941,-116.337245527445,10.0561018602241,-116.330773762067,1,1.21772565935706e-09,1.22172667053679e-08,0.526581846944117,0,0,-999,-999,
