nb_samples,eint,sd_Sv,Vert_Slice_Idx,Horz_Slice_Idx,Ping_S,Ping_E,Nb_good_pings,Sample_S,Sample_E,Range_min,Range_max,Depth_min,Depth_max,Depth_mean,Dist_to_bot_min,Dist_to_bot_max,Dist_to_bot_mean,Range_ref_min,Range_ref_max,Thickness_tot,Thickness_mean,Dist_S,Dist_E,Time_S,Time_E,Lat_S,Lon_S,Lat_E,Lon_E,PRC,sv,ABC,NASC,nb_st,nb_tracks,st_ts_mean,tracks_ts_mean,Tags
68264,0.000524723490338658,90.5859919536464,3,6,2533,3751,1219,339,394,60.2839794349143,70.0935027157436,60.2839813232422,70.093505859375,65.1887435913086,NaN,NaN,NaN,60.2839794349143,70.0935027157436,9.9878782495716,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,1,4.30976471702916e-08,4.30454052779867e-07,18.5531916101833,0,0,-999,-999,
68264,7.95383610752648e-05,208.648379464314,3,7,2533,3751,1219,395,450,70.2718576844859,80.0813809653152,70.271858215332,80.0813827514648,75.1766204833984,NaN,NaN,NaN,70.2718576844859,80.0813809653152,9.9878782495716,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,1,6.53280496345349e-09,6.52488606031705e-08,2.81232016587807,0,0,-999,-999,
68264,5.07727552662975e-05,316.54237131259,3,8,2533,3751,1219,451,506,80.2597359340575,90.0692592148868,80.2597351074219,90.0692596435547,85.1644973754883,NaN,NaN,NaN,80.2597359340575,90.0692592148868,9.9878782495716,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,1,4.1701702565635e-09,4.1651152802541e-08,1.79522486486091,0,0,-999,-999,
68264,2.00103665942432e-05,450.492570236556,3,9,2533,3751,1219,507,562,90.2476141836291,100.057137464458,90.2476119995117,100.057136535645,95.1523742675781,NaN,NaN,NaN,90.2476141836291,100.057137464458,9.9878782495716,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,1,1.64353175549714e-09,1.64153950732102e-08,0.707527245203745,0,0,-999,-999,
68264,2.68910086831571e-06,195.335331982554,3,10,2533,3751,1219,563,618,100.235492433201,110.04501571403,100.235488891602,110.045013427734,105.140251159668,NaN,NaN,NaN,100.235492433201,110.04501571403,9.9878782495716,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,1,2.20866651792541e-10,2.20598922749443e-09,0.0950813229969399,0,0,-999,-999,
68264,1.73496206603987e-07,41.4051313071601,3,11,2533,3751,1219,619,674,110.223370682772,120.032893963602,110.223373413086,120.032890319824,115.128131866455,NaN,NaN,NaN,110.223370682772,120.032893963602,9.9878782495716,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,1,1.42499400832556e-11,1.42326666615248e-10,0.00613448496976231,0,0,-999,-999,
68264,1.53276983669497e-96,0,3,12,2533,3751,1219,675,730,120.211248932344,130.020772213173,120.211250305176,130.020767211914,125.116008758545,NaN,NaN,NaN,120.211248932344,130.020772213173,9.9878782495716,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,1,1.25892541179186e-100,1.25739937382688e-99,5.41957297474092e-92,0,0,-999,-999,
68264,1.53276983669497e-96,0,3,13,2533,3751,1219,731,786,130.199127181916,140.008650462745,130.199127197266,140.008651733398,135.103889465332,NaN,NaN,NaN,130.199127181916,140.008650462745,9.98787824957159,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,1,1.25892541179186e-100,1.25739937382688e-99,5.41957297474092e-92,0,0,-999,-999,
68264,1.53276983669497e-96,0,3,14,2533,3751,1219,787,842,140.187005431487,149.996528712316,140.18701171875,149.996536254883,145.091773986816,NaN,NaN,NaN,140.187005431487,149.996528712316,9.98787824957162,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,0.999999999999998,1.25892541179186e-100,1.25739937382688e-99,5.41957297474092e-92,0,0,-999,-999,
69483,1.56014072663591e-96,0,3,15,2533,3751,1219,843,899,150.174883681059,160.16276193063,150.174880981445,160.16276550293,155.168823242188,NaN,NaN,NaN,150.174883681059,160.16276193063,10.166233218314,10.166233218314,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,0.999999999999998,1.25892541179182e-100,1.27985293407376e-99,5.51635106357544e-92,0,0,-999,-999,
68264,1.53276983669497e-96,0,3,16,2533,3751,1219,900,955,160.341116899373,170.150640180202,160.341110229492,170.150634765625,165.245872497559,NaN,NaN,NaN,160.341116899373,170.150640180202,9.98787824957159,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,1,1.25892541179186e-100,1.25739937382688e-99,5.41957297474092e-92,0,0,-999,-999,
68264,1.53276983669497e-96,0,3,17,2533,3751,1219,956,1011,170.328995148944,180.138518429774,170.328994750977,180.138519287109,175.233757019043,NaN,NaN,NaN,170.328995148944,180.138518429774,9.98787824957159,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,1,1.25892541179186e-100,1.25739937382688e-99,5.41957297474092e-92,0,0,-999,-999,
68264,1.53276983669497e-96,0,3,18,2533,3751,1219,1012,1067,180.316873398516,190.126396679345,180.316879272461,190.126403808594,185.221641540527,NaN,NaN,NaN,180.316873398516,190.126396679345,9.98787824957159,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,1,1.25892541179186e-100,1.25739937382688e-99,5.41957297474092e-92,0,0,-999,-999,
68264,1.53276983669497e-96,0,3,19,2533,3751,1219,1068,1123,190.304751648087,200.114274928917,190.304748535156,200.114273071289,195.209510803223,NaN,NaN,NaN,190.304751648087,200.114274928917,9.98787824957162,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,0.999999999999998,1.25892541179186e-100,1.25739937382688e-99,5.41957297474092e-92,0,0,-999,-999,
68264,1.53276983669497e-96,0,3,20,2533,3751,1219,1124,1179,200.292629897659,210.102153178488,200.292633056641,210.102157592773,205.197395324707,NaN,NaN,NaN,200.292629897659,210.102153178488,9.98787824957159,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,1,1.25892541179186e-100,1.25739937382688e-99,5.41957297474092e-92,0,0,-999,-999,
68264,1.53276983669497e-96,0,3,21,2533,3751,1219,1180,1235,210.280508147231,220.09003142806,210.280502319336,220.090026855469,215.185264587402,NaN,NaN,NaN,210.280508147231,220.09003142806,9.98787824957159,9.9878782495716,2000.00013548106,2999.54875330379,28/10/2021 04:53:03.084,28/10/2021 05:47:35.246,10.2164959534104,-116.096975461865,10.2207584563463,-116.089801445277,1,1.25892541179186e-100,1.25739937382688e-99,5.41957297474092e-92,0,0,-999,-999,
